,service,flag,src_bytes,dst_bytes,count,serror_rate,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,label
20368,14,9,18,0,1,0,1,0,40,1,0,0,1
45860,44,9,147,105,6,0,0.33,0.5,2,0.03,0.52,0,0
37060,12,9,44,129,124,0,0.99,0.02,254,1,0.01,0,0
24670,49,5,0,0,227,1,0.08,0.06,18,0.07,0.07,1,1
8091,24,9,185,8188,1,0,1,0,168,1,0,0,0
40767,44,1,0,0,511,0.1,0,1,1,0,1,0.09,1
1876,49,5,0,0,197,1,0.04,0.06,8,0.03,0.08,1,1
6468,49,1,0,0,130,0.01,0.01,1,1,0,0.52,0,1
8995,49,5,0,0,73,1,0.25,0.05,10,0.04,0.06,1,1
43715,24,9,241,285,2,0,1,0,255,1,0,0.01,0
2854,19,5,0,0,220,1,0,0.07,1,0,0.07,1,1
501,24,9,172,12793,1,0,1,0,255,1,0,0,0
27309,24,9,295,1399,14,0,1,0,255,1,0,0,0
44907,24,9,332,1287,13,0,1,0,255,1,0,0,0
39793,49,4,1,0,2,0,1,0,2,0.01,0.64,0,1
13742,24,9,232,1541,15,0,1,0,255,1,0,0,0
8063,12,9,46,46,7,0,0.43,0.29,49,0.96,0.04,0,0
18490,49,1,0,0,442,0,0,0.52,1,0,0.51,0,1
38987,49,5,0,0,119,1,0.06,0.06,14,0.05,0.08,1,1
37696,18,5,0,0,101,1,0.09,0.05,7,0.03,0.05,1,1
28716,18,5,0,0,161,1,0.14,0.06,23,0.09,0.05,1,1
42430,67,5,0,0,120,1,0.04,0.07,5,0.02,0.07,1,1
7404,20,9,12,0,1,0,1,0,65,0.34,0.03,0.01,0
16815,15,9,520,0,473,0,1,0,123,1,0,0,1
9157,49,5,0,0,156,1,0.05,0.06,8,0.03,0.06,1,1
24845,24,2,0,0,2,0,1,0,255,1,0,0,0
2479,24,9,201,3142,42,0,1,0,255,1,0,0,0
29928,24,9,270,488,1,0,1,0,211,1,0,0,0
33592,41,5,0,0,111,1,0.04,0.07,4,0.02,0.08,1,1
10894,49,5,0,0,108,1,0.14,0.06,5,0.02,0.06,1,1
18305,49,5,0,0,270,1,0.04,0.07,10,0.04,0.06,1,1
13888,20,9,2194619,0,1,0,1,0,25,0.17,0.03,0,0
2265,15,9,1032,0,380,0,1,0,255,1,0,0,1
28286,32,5,0,0,250,1,0.08,0.05,20,0.08,0.06,1,1
256,24,9,168,9551,1,0,1,0,255,1,0,0,0
43484,24,1,0,0,1,0,1,0,171,1,0,0,0
32652,31,5,0,0,76,1,0.2,0.05,15,0.06,0.05,1,1
32213,20,9,334,0,1,0,1,0,44,1,0,0,1
25177,24,9,293,2486,19,0,1,0,255,1,0,0,0
16580,24,9,288,354,23,0,1,0,255,1,0,0,0
10038,49,9,1,0,22,0,0.27,0.14,6,0.02,0.61,0,1
38615,14,9,8,0,1,0,1,0,52,1,0,0,1
14628,56,5,0,0,237,1,0.04,0.06,10,0.04,0.07,1,1
11108,1,9,1519900,410092,1,0,1,0,1,0,0.03,0,0
40682,2,5,0,0,245,1,0.07,0.05,18,0.07,0.06,1,1
9132,14,9,8,0,1,0,1,0,52,1,0,0,1
15431,8,5,0,0,194,1,0.02,0.08,4,0.02,0.08,1,1
21839,24,9,209,2312,6,0,1,0,235,1,0,0,0
30686,43,9,48,48,5,0,0.2,0.4,29,0.32,0.02,0,0
24727,24,9,299,908,16,0,1,0,255,1,0,0,0
41539,49,9,1,0,29,0,0.07,0.28,2,0.01,0.82,0.1,1
18947,24,9,197,1037,5,0,1,0,23,1,0,0,0
15246,54,5,0,0,4,0.25,0.5,0.5,131,0.29,0.08,0.02,0
9948,24,9,213,420,12,0,1,0,255,1,0,0,0
26905,12,9,45,134,71,0,1,0,246,0.96,0.01,0,0
4113,49,5,0,0,25,1,0.4,0.12,16,0.06,0.07,1,1
1500,54,9,1684,330,1,0,1,0,39,0.22,0.11,0.04,0
21409,15,9,1032,0,511,0,1,0,227,0.89,0.01,0,1
9248,11,5,0,0,295,1,0.02,0.05,5,0.02,0.07,1,1
28640,24,9,191,2852,20,0,1,0,255,1,0,0,0
22509,15,9,30,0,1,0,1,0,251,1,0,0,0
42829,24,9,280,2364,6,0,1,0,255,1,0,0,0
9606,14,9,18,0,1,0,1,0,37,1,0,0,1
35923,16,5,0,0,127,1,0.02,0.07,2,0.01,0.06,1,1
7565,20,9,1690,0,4,0,1,0,29,0.24,0.27,0,0
15292,12,9,44,128,39,0,1,0,210,0.82,0.02,0,0
19015,20,1,0,0,223,0,0.05,0.07,12,0.05,0.08,0,1
36424,24,9,201,14183,2,0,1,0,255,1,0,0.01,0
48078,54,9,1696,330,1,0,1,0,154,0.58,0.03,0,0
22014,24,9,343,293,19,0,1,0,255,1,0,0,0
42227,49,5,0,0,260,1,0.02,0.05,4,0.02,0.05,1,1
3847,24,1,0,0,1,0,1,0,255,1,0,0,0
4304,12,9,43,109,2,0,0.5,1,226,0.47,0.16,0,0
25679,24,9,208,1357,31,0,1,0,255,1,0,0,0
15335,24,9,229,1380,4,0,1,0,78,0.94,0.02,0,0
28029,54,9,870,329,2,0,0.5,1,104,0.75,0.5,0,0
8347,29,5,0,0,239,1,0.1,0.05,23,0.09,0.05,1,1
2086,38,5,0,0,241,1,0.08,0.06,20,0.08,0.07,1,1
46493,29,5,0,0,258,1,0.01,0.07,3,0.01,0.08,1,1
7366,24,9,361,858,13,0,1,0,255,1,0,0,0
22553,49,5,0,0,190,1,0.1,0.07,19,0.07,0.07,1,1
21210,7,1,0,0,242,0,0,0.07,1,0,0.08,0,1
47975,24,9,277,35138,1,0,1,0,255,1,0,0,0
43844,20,9,5891,0,18,0,1,0,81,0.32,0.02,0,0
35792,24,9,224,281,4,0,1,0,255,1,0,0,0
28971,43,9,48,48,1,0,1,0,36,1,0,0,0
4360,35,5,0,0,267,1,0.09,0.05,24,0.09,0.05,1,1
6073,24,9,335,480,5,0,1,0,255,1,0,0,0
8800,31,5,0,0,148,1,0.17,0.05,25,0.1,0.05,1,1
2110,12,9,45,45,149,0,1,0,255,1,0,0,0
4917,38,5,0,0,133,1,0.14,0.06,18,0.07,0.09,1,1
41648,54,9,904,331,1,0,1,0,83,0.63,0.03,0,0
38237,24,9,214,2084,9,0,1,0,255,1,0,0,0
40044,24,9,201,1479,7,0,1,0,255,1,0,0,0
29718,24,9,237,11598,15,0,1,0,255,1,0,0,0
29485,24,9,207,1227,3,0,1,0,7,1,0,0,0
33562,31,1,0,0,128,0,0.15,0.07,19,0.07,0.06,0,1
23854,11,9,48,473,46,0,0.02,0.04,1,0,0.02,0,0
17106,24,9,309,2238,7,0,1,0,255,1,0,0,0
1436,37,5,0,0,234,1,0.04,0.07,1,0,0.08,1,1
193,13,5,0,0,223,1,0.08,0.06,17,0.07,0.06,1,1
2866,12,9,44,70,66,0,1,0,211,0.83,0.01,0,0
45004,20,9,252,0,2,0,1,0,123,0.48,0.02,0,0
26567,20,9,8737,0,12,0,1,0,49,0.28,0.03,0.03,0
46742,18,5,0,0,26,1,0.38,0.15,70,0.27,0.02,1,1
49825,24,9,256,9691,2,0,1,0,255,1,0,0,0
38745,12,9,42,42,12,0,1,0,250,0.98,0.01,0,0
3212,24,9,344,1396,9,0,1,0,255,1,0,0.01,0
44502,60,5,0,0,14,1,0.07,0.29,57,0.22,0.04,1,1
18256,49,5,0,0,65,1,0.17,0.09,11,0.04,0.07,1,1
14336,54,9,994,330,1,0,1,0,155,0.61,0.01,0,0
32125,49,5,0,0,38,1,0.29,0.13,11,0.04,0.09,1,1
5742,24,9,54540,8314,5,0,1,0,255,1,0,0,1
10391,24,1,0,0,1,0,1,0,255,1,0,0,0
46105,24,9,348,5599,5,0,1,0,255,1,0,0,0
5065,24,9,240,791,29,0,1,0,255,1,0,0,0
44509,12,9,44,132,109,0,1,0,255,1,0,0,0
11853,24,9,227,3552,10,0,1,0,255,1,0,0,0
4038,24,9,304,420,3,0,1,0,255,1,0,0,0
38699,49,5,0,0,246,1,0.01,0.05,2,0.02,0.09,0.98,1
13436,24,9,316,2676,6,0,1,0,255,1,0,0,0
38084,49,5,0,0,31,1,0.29,0.13,9,0.04,0.08,1,1
2737,49,5,0,0,126,1,0.07,0.06,9,0.04,0.08,1,1
26990,24,9,310,1976,7,0,1,0,255,1,0,0,0
1597,54,9,1110,331,1,0,1,0,240,0.94,0.03,0,0
1387,11,5,0,0,105,1,0.14,0.06,3,0.01,0.08,1,1
28297,13,5,0,0,123,1,0.16,0.06,19,0.07,0.07,1,1
487,20,1,0,0,459,0.07,0.01,0.99,4,0.02,0.99,0.08,1
26278,54,9,1433,327,1,0,1,0,26,0.62,0.1,0,0
37085,21,5,0,0,176,1,0.03,0.06,6,0.02,0.06,1,1
31589,12,9,44,110,121,0,1,0,255,1,0,0,0
28151,56,5,0,0,126,1,0.09,0.06,29,0.11,0.06,1,1
20112,24,9,341,1394,16,0,1,0,255,1,0,0.01,0
26871,49,5,0,0,140,1,0.08,0.06,11,0.04,0.08,1,1
15458,14,9,8,0,1,0,1,0,24,1,0,0,1
49399,54,9,1587,548,1,0,1,0,189,0.94,0.04,0,0
24758,13,5,0,0,261,1,0.1,0.05,25,0.1,0.05,1,1
13171,20,9,641,0,1,0,1,0,23,0.12,0.04,0,0
11057,49,1,0,0,1,0,1,0,2,0.11,1,0,1
9124,24,9,230,807,17,0,1,0,255,1,0,0,0
27981,24,9,342,308,8,0,1,0,255,1,0,0,0
18849,49,9,1,0,18,0,1,0,215,0.84,0.02,0,1
40166,42,5,0,0,280,1,0.05,0.06,2,0.01,0.07,1,1
8236,12,9,42,42,1,0,1,0,242,0.95,0.01,0,0
22170,24,9,273,3070,2,0,1,0,255,1,0,0,0
2878,24,9,231,37654,1,0,1,0,255,1,0,0,0
18776,11,5,0,0,263,1,0.09,0.05,23,0.09,0.05,1,1
29188,56,5,0,0,229,1,0.08,0.06,17,0.07,0.06,1,1
45074,63,5,0,0,107,1,0.03,0.07,3,0.01,0.07,1,1
49886,68,5,0,0,228,1,0.03,0.06,6,0.02,0.06,1,1
24689,44,9,147,105,2,0,1,0,3,0.01,0.69,0,0
26372,49,5,0,0,251,1,0.02,0.05,5,0.03,0.07,0.93,1
26057,24,9,231,887,7,0,1,0,255,1,0,0,0
18204,24,9,230,9542,1,0,1,0,255,1,0,0.01,0
12728,14,9,30,0,8,0,0.12,0.38,4,0.02,0.01,0,0
17447,14,9,8,0,1,0,1,0,84,1,0,0,1
30378,49,9,105,146,5,0,0.2,0.4,229,0.9,0.01,0,0
4711,12,9,42,42,13,0,1,0,255,1,0,0,0
43024,24,9,220,5167,8,0,1,0,255,1,0,0,0
7361,49,1,0,0,259,0,0.01,0.07,2,0.01,0.08,0,1
10373,24,9,230,901,17,0,1,0,255,1,0,0,0
39053,38,5,0,0,224,1,0.08,0.06,19,0.07,0.06,1,1
15535,54,9,1365,334,1,0,1,0,123,0.48,0.02,0,0
37598,32,1,0,0,147,0,0.12,0.05,13,0.05,0.07,0,1
19329,58,5,0,0,278,1,0.03,0.06,4,0.02,0.07,1,1
19017,24,9,388,138,1,0,1,0,255,1,0,0,0
27791,12,9,44,44,284,0,1,0,254,1,0.01,0,0
27474,15,9,1032,0,511,0,1,0,105,0.42,0.01,0,1
37158,11,9,48,495,41,0,0.02,0.05,1,0,0.02,0,0
13083,49,5,0,0,281,1,0.07,0.06,20,0.08,0.09,1,1
2065,24,5,0,0,2,0.5,1,0,12,1,0,0.33,0
35089,49,9,1,0,147,0,0.93,0.01,204,0.8,0.03,0,1
21267,24,9,242,13292,20,0,1,0,255,1,0,0,0
14155,24,9,196,391,7,0,1,0,255,1,0,0,0
26857,15,9,1032,0,511,0,1,0,134,0.53,0.02,0.01,1
40310,24,9,232,1342,9,0,1,0,255,1,0,0,0
35921,49,9,28,0,82,0,1,0,49,0.19,0.01,0,1
36052,24,9,219,406,12,0,1,0,255,1,0,0,0
13653,24,9,184,5515,6,0,1,0,255,1,0,0,0
490,49,5,0,0,142,1,0.11,0.06,8,0.03,0.06,1,1
47088,12,9,45,115,1,0,1,0,234,0.92,0.01,0,0
37061,49,5,0,0,210,1,0.07,0.06,15,0.06,0.06,1,1
29729,49,5,0,0,5,1,0.4,0.4,14,0.05,0.07,1,1
37473,20,9,884,0,1,0,1,0,33,0.16,0.03,0,0
32556,24,5,0,0,202,1,0.05,0.06,11,0.04,0.07,1,1
43925,49,1,0,0,494,0.06,0,1,1,0,1,0.08,1
669,12,9,126,44,254,0,1,0.01,110,0.77,0.01,0,0
26206,24,9,255,1297,7,0,1,0,255,1,0,0,0
41493,49,5,0,0,267,1,0,0.07,1,0,0.08,1,1
2280,14,9,8,0,1,0,1,0,69,1,0,0,1
48405,40,5,0,0,286,1,0.07,0.06,1,0,0.06,1,1
25795,32,5,0,0,3,1,1,0,3,0.01,0.07,1,1
32536,24,9,219,309,11,0,1,0,255,1,0,0,0
26615,24,9,147,4665,1,0,1,0,255,1,0,0,0
16854,54,9,1175,332,1,0,1,0,216,0.98,0.04,0,0
33359,24,9,163,3583,4,0,1,0,255,1,0,0,0
25414,24,9,232,1534,3,0,1,0,255,1,0,0,0
49128,24,1,0,0,1,0,1,0,255,1,0,0.02,0
3786,49,5,0,0,141,1,0.12,0.06,3,0.01,0.07,1,1
16514,49,9,1,0,3,0,1,0,34,0.13,0.45,0.03,1
17171,24,9,270,15626,1,0,1,0,248,0.97,0.01,0,0
1375,24,9,268,656,1,0,1,0,255,1,0,0,0
22612,14,9,8,0,1,0,1,0,255,1,0,0,1
34504,21,5,0,0,142,1,0.04,0.06,7,0.03,0.08,1,1
1945,20,9,15377,0,4,0,1,0,44,0.23,0.03,0,0
21513,20,9,16115,0,10,0,1,0,61,0.3,0.02,0,0
38513,24,9,261,788,9,0,1,0,255,1,0,0,0
16330,24,9,361,777,18,0,1,0,255,1,0,0,0
9690,12,9,42,147,76,0,1,0,255,1,0,0,0
21064,20,5,0,0,31,0.97,0.19,0.16,27,0.11,0.05,1,1
4583,21,5,0,0,130,1,0.14,0.05,12,0.05,0.06,1,1
34635,38,5,0,0,287,1,0.08,0.05,22,0.09,0.05,1,1
4142,12,9,45,125,75,0,0.97,0.04,239,0.94,0.01,0,0
22037,21,5,0,0,167,1,0.01,0.07,1,0,0.06,1,1
33373,7,5,0,0,284,1,0.05,0.06,13,0.05,0.08,1,1
12149,17,2,0,0,145,0,0.11,0.06,16,0.06,0.07,0,1
34204,49,5,0,0,274,1,0.01,0.06,8,0.03,0.09,1,1
42963,49,1,0,0,145,0,0.09,0.06,13,0.05,0.05,0,1
44705,63,5,0,0,254,1,0,0.07,1,0,0.07,1,1
20821,20,5,0,0,74,1,0.22,0.05,69,0.27,0.02,1,1
8770,49,9,28,0,56,0,1,0,156,0.61,0.39,0.09,1
2262,49,9,28,0,97,0.01,0.98,0.03,95,0.37,0.02,0,1
41308,12,9,44,92,138,0,1,0,254,1,0.01,0,0
8941,24,1,0,0,1,0,1,0,255,1,0,0,0
772,24,9,300,13038,1,0,1,0,255,1,0,0.02,0
3973,38,5,0,0,197,1,0.04,0.07,8,0.03,0.07,1,1
26106,49,1,0,0,1,0,1,0,2,0.01,1,0,1
8367,12,9,44,135,67,0,1,0,255,1,0,0,0
25477,19,9,1190,3380,1,0,1,0,49,0.19,0.02,0,0
16391,14,9,8,0,1,0,1,0,13,1,0,0,1
6319,49,5,0,0,202,1,0.09,0.06,4,0.02,0.07,1,1
38766,69,1,0,0,247,0,0.06,0.06,14,0.05,0.08,0,1
22058,54,9,767,334,1,0,1,0,131,0.65,0.03,0,0
12191,24,1,0,0,1,0,1,0,46,1,0,0,0
48209,44,9,516,4,291,0,1,0,255,1,0,0,0
4892,8,5,0,0,142,1,0.02,0.06,3,0.01,0.07,1,1
26534,54,9,766,336,1,0,1,0,168,0.64,0.03,0,0
31519,49,5,0,0,286,1,0.05,0.06,5,0.02,0.07,1,1
23890,14,9,8,0,1,0,1,0,109,1,0,0,1
43808,54,9,1838,332,1,0,1,0,131,0.87,0.02,0,0
31089,49,4,0,0,1,0,1,0,1,0,0.26,0,1
41267,54,9,1557,330,1,0,1,0,114,0.48,0.12,0,0
12810,18,9,9,140,1,0,1,0,1,1,0,0,0
43572,49,1,0,0,63,0,0.03,0.1,2,0.01,0.07,0,1
48818,12,9,44,79,128,0,1,0,255,1,0,0,0
4891,13,2,0,0,268,0,0.04,0.06,10,0.04,0.08,0,1
19743,24,9,312,3749,8,0,1,0,255,1,0,0,0
19466,49,9,105,145,7,0,0.14,0.29,228,0.89,0.01,0,0
11745,24,9,222,916,2,0,1,0,255,1,0,0,0
9142,24,9,292,313,38,0,1,0,255,1,0,0,0
35665,49,5,0,0,234,1,0.01,0.06,18,0.07,0.06,1,1
26451,24,9,237,24065,3,0,1,0,255,1,0,0,0
5173,65,9,78,0,9,0,0.11,0.22,7,0.03,0.01,0,0
15011,56,5,0,0,132,1,0.13,0.06,29,0.11,0.07,1,1
43531,49,5,0,0,284,1,0.02,0.06,3,0.01,0.06,1,1
43566,16,1,0,0,116,0,0.06,0.06,7,0.03,0.07,0,1
7529,66,5,0,0,136,1,0.04,0.07,1,0,0.06,1,1
24475,40,5,0,0,261,1,0.01,0.06,11,0.04,0.07,1,1
6405,24,9,200,4763,31,0,1,0,255,1,0,0,0
7559,24,9,231,258,2,0,1,0,249,0.98,0.01,0,0
35421,24,9,304,2147,2,0,1,0,255,1,0,0,0
39753,14,9,8,0,1,0,1,0,82,1,0,0,1
20145,24,9,193,757,2,0,1,0,255,1,0,0,0
2668,24,9,226,312,14,0,1,0,255,1,0,0,0
20558,38,5,0,0,239,1,0.03,0.07,7,0.03,0.08,1,1
16497,4,5,0,0,267,1,0.02,0.06,5,0.02,0.08,1,1
13092,12,9,42,42,5,0,1,0,255,1,0,0,0
31518,49,1,0,0,2,0,0.5,1,1,0,0.34,0,1
809,24,9,240,748,9,0,1,0,255,1,0,0,0
18538,15,9,1032,0,115,0,1,0,115,0.45,0.02,0,1
10975,24,9,313,2252,7,0,1,0,255,1,0,0,0
31769,24,5,0,0,15,1,0.53,0.13,48,0.27,0.02,1,1
25480,20,9,10044,0,2,0,1,0,89,1,0,0,0
48210,24,9,234,5790,13,0,1,0,255,1,0,0,0
42293,26,5,0,0,140,1,0.17,0.05,24,0.09,0.05,1,1
44903,24,9,324,6940,17,0,1,0,255,1,0,0,0
18301,4,1,0,0,283,0,0.05,0.06,13,0.05,0.07,0,1
465,49,5,0,0,116,1,0.16,0.06,15,0.06,0.06,1,1
44274,24,9,278,622,23,0,1,0,255,1,0,0,0
35195,65,9,78,0,31,0,0.13,0.06,20,0.08,0.01,0,0
7669,24,9,283,4173,18,0,1,0,255,1,0,0,0
47182,49,1,0,0,2,0,0.5,1,1,0,0.38,0.21,1
45847,24,9,54540,8314,1,0,1,0,230,1,0,0,1
14467,55,1,0,0,299,0,0.07,0.06,20,0.08,0.06,0,1
6570,49,5,0,0,127,1,0.06,0.06,7,0.09,0.09,1,1
11457,17,5,0,0,101,1,0.15,0.06,15,0.06,0.05,1,1
4421,20,5,0,0,254,1,0.05,0.06,9,0.04,0.07,1,1
38262,49,5,0,0,183,1,0.01,0.08,2,0.01,0.07,1,1
23831,24,9,206,1680,4,0,1,0,255,1,0,0,0
16708,12,9,95,44,1,0,1,0,13,0.36,0.06,0,0
36238,66,5,0,0,121,1,0.13,0.06,16,0.06,0.06,1,1
25072,24,9,204,182,31,0,1,0,255,1,0,0,0
12974,24,9,198,3534,14,0,1,0,255,1,0,0,0
29875,24,5,0,0,2,0.5,1,0,255,1,0,0.25,0
39375,24,9,291,437,4,0,1,0,255,1,0,0,0
32321,20,9,7077,0,10,0,0.9,0.2,79,0.31,0.05,0,0
9114,24,9,346,382,4,0,1,0,255,1,0,0,0
15742,49,5,0,0,288,1,0.02,0.06,11,0.04,0.08,1,1
420,24,9,288,2881,14,0,1,0,255,1,0,0,0
36241,54,9,1464,328,1,0,1,0,119,0.49,0.04,0,0
26502,49,9,28,0,61,0,1,0,61,0.24,0.64,0.01,1
14252,24,9,173,11889,6,0,1,0,136,1,0,0,0
37548,65,9,133,0,5,0,0.4,0.4,19,0.07,0.01,0,0
16994,24,1,0,0,1,0,1,0,237,1,0,0,0
15126,54,9,1353,330,2,0,0.5,1,149,0.58,0.03,0.01,0
2534,55,5,0,0,122,1,0.18,0.05,22,0.09,0.05,1,1
17546,24,1,0,0,15,0,1,0,113,1,0,0,0
16774,24,1,0,0,1,0,1,0,17,1,0,0,0
26084,24,7,212,10614,2,0.5,1,0,255,1,0,0.01,0
45402,18,5,0,0,284,1,0.07,0.05,21,0.08,0.05,1,1
28879,49,5,0,0,191,1,0.13,0.05,25,0.1,0.05,1,1
22408,20,1,0,0,265,0,0.06,0.06,17,0.07,0.08,0,1
49406,49,5,0,0,250,1,0.04,0.06,10,0.04,0.05,1,1
37250,11,9,48,483,11,0,0.09,0.18,1,0,0.01,0,0
45233,18,5,0,0,6,1,0.17,0.33,62,0.24,0.02,1,1
15815,12,9,44,132,66,0,1,0,255,1,0,0,0
29242,12,9,44,160,76,0,1,0,254,1,0.01,0,0
9732,24,1,0,0,1,0,1,0,243,1,0,0,0
49739,32,5,0,0,133,1,0.01,0.06,11,0.04,0.06,1,1
19500,1,9,405412,38492,1,0,1,0,18,0.07,0.03,0,0
7958,49,9,28,0,90,0,1,0,90,0.35,0.01,0,1
29419,15,9,1032,0,511,0,1,0,196,0.77,0.02,0,1
25808,24,9,265,2003,6,0,1,0,255,1,0,0,0
37945,54,9,1303,329,1,0,1,0,146,0.41,0.17,0,0
15671,41,5,0,0,138,1,0.14,0.05,20,0.08,0.06,1,1
33922,31,1,0,0,147,0,0.13,0.06,19,0.07,0.07,0,1
45151,49,4,1,0,2,0,1,0,2,0.01,0.73,0,1
42033,24,9,319,2344,2,0,1,0,255,1,0,0,0
46530,24,9,155,4511,1,0,1,0,255,1,0,0,0
9207,24,9,264,13096,1,0,1,0,234,0.92,0.02,0,0
5198,54,9,1574,400,1,0,1,0,4,1,0,0,0
14268,49,5,0,0,40,1,0.5,0.05,20,0.08,0.07,1,1
27684,24,9,355,369,12,0,1,0,255,1,0,0,0
13638,24,9,352,1564,12,0,1,0,255,1,0,0,0
15077,14,9,8,0,1,0,1,0,42,1,0,0,1
789,24,9,330,256,4,0,1,0,255,1,0,0,0
39258,20,9,832,0,1,0,1,0,42,0.9,0.2,0,1
15332,24,9,320,335,6,0,1,0,255,1,0,0,0
49746,49,5,0,0,135,1,0.11,0.05,13,0.05,0.06,1,1
33443,15,9,1032,0,511,0,1,0,207,0.81,0.02,0,1
20375,59,5,0,0,190,1,0.03,0.08,5,0.02,0.07,1,1
30349,49,9,1,0,11,0,1,0,11,0.04,0.07,0,1
23068,12,9,44,133,205,0,1,0,91,0.7,0.02,0,0
6427,20,9,194,0,2,0,1,0,82,0.88,0.06,0,0
36934,59,1,0,0,236,0,0.01,0.07,3,0.01,0.08,0,1
12548,44,9,145,105,12,0,0.17,0.25,2,0.01,0.61,0,0
49654,14,9,18,0,2,0,0.5,1,224,1,0,0,1
49174,37,5,0,0,40,1,0.1,0.12,4,0.02,0.07,1,1
10680,14,9,8,0,1,0,1,0,255,1,0,0,1
34569,24,9,242,5452,17,0,1,0,255,1,0,0,0
30145,24,9,360,259,1,0,1,0,255,1,0,0,0
18300,24,9,145,20629,2,0,1,0,255,1,0,0,0
27479,24,9,218,9347,6,0,1,0,255,1,0,0,0
25690,26,5,0,0,224,1,0.02,0.05,5,0.02,0.06,1,1
43527,24,9,260,584,1,0,1,0,255,1,0,0,0
42502,47,9,35,130,2,0,0.5,1,5,0.06,0.1,0.02,0
16764,49,1,0,0,114,0,0.11,0.06,6,0.4,0.13,0,1
23084,24,9,204,2056,4,0.25,1,0,255,1,0,0.01,0
48734,24,9,301,1274,3,0,1,0,255,1,0,0,0
26559,19,9,1474,4152,1,0,1,0,17,0.47,0.08,0,0
15207,58,5,0,0,218,1,0.09,0.07,20,0.08,0.07,1,1
23902,68,1,0,0,148,0,0.14,0.06,10,0.04,0.07,0,1
1623,24,9,225,6991,2,0,1,0,255,1,0,0,0
32262,20,9,7233,0,9,0,1,0,53,0.26,0.09,0,0
46183,49,1,0,0,176,0,0.1,0.06,17,0.07,0.07,0,1
3405,49,5,0,0,131,1,0.11,0.06,14,0.11,0.08,1,1
27731,24,9,214,771,14,0,1,0,255,1,0,0,0
46047,49,9,105,146,9,0,0.11,0.33,54,0.93,0.05,0,0
42124,49,5,0,0,258,1,0.03,0.06,12,0.05,0.06,1,1
25578,24,1,0,0,2,0,1,0,255,1,0,0,0
7561,17,5,0,0,12,1,0.42,0.17,5,0.02,0.07,1,1
35219,12,9,46,46,269,0,1,0.01,254,1,0.01,0,0
6970,16,5,0,0,130,1,0.03,0.07,4,0.02,0.07,1,1
49922,24,9,243,399,27,0,1,0,255,1,0,0,0
47482,12,9,44,115,1,0,1,0,234,0.92,0.01,0,0
39933,49,9,1,0,19,0,0.11,0.21,2,0.01,0.49,0.03,1
12878,24,1,0,0,1,0,1,0,30,1,0,0,0
45038,49,5,0,0,115,1,0.04,0.06,7,0.03,0.07,1,1
12108,24,9,167,2619,25,0,1,0,255,1,0,0,0
24167,24,9,208,2067,10,0,1,0,255,1,0,0,0
30425,20,9,246,0,1,0,1,0,35,1,0,0,1
3945,49,5,0,0,189,1,0.04,0.06,7,0.2,0.17,0.6,1
28869,30,1,0,0,100,0,0.07,0.08,7,0.03,0.06,0,1
37129,49,5,0,0,242,1,0.05,0.07,13,0.05,0.06,1,1
15603,24,9,227,4454,5,0,1,0,255,1,0,0,0
14062,24,9,198,175,16,0,1,0,255,1,0,0,0
45708,24,9,212,1998,20,0,1,0,255,1,0,0,0
5463,24,9,357,10481,12,0,1,0,255,1,0,0,0
8659,26,5,0,0,46,1,0.2,0.11,9,0.04,0.08,1,1
7180,24,9,236,5056,8,0,1,0,255,1,0,0,0
31070,49,5,0,0,205,1,0.01,0.06,8,0.03,0.06,1,1
22835,49,1,0,0,271,0,0.07,0.06,28,0.11,0.07,0,1
29106,49,5,0,0,94,1,0.01,0.07,12,0.05,0.07,1,1
3987,20,9,8173,0,15,0,1,0,21,1,0,0,0
33318,24,5,0,0,29,0.03,1,0,255,1,0,0.03,0
8108,49,5,0,0,175,1,0.06,0.06,11,0.04,0.06,1,1
41022,24,1,0,0,1,0,1,0,180,1,0,0,0
1080,49,1,0,0,1,0,1,0,2,0.03,1,0,1
2482,49,5,0,0,193,1,0.03,0.06,16,0.06,0.06,1,1
6880,12,9,44,139,73,0,1,0,179,0.78,0.01,0,0
22289,44,1,0,0,446,0.08,0,1,1,0,1,0.06,1
40145,24,9,297,267,7,0,1,0,255,1,0,0,0
9214,49,5,0,0,28,1,0.14,0.21,12,0.05,0.08,1,1
28494,49,9,1,0,19,0,0.53,0.26,10,0.04,0.22,0,1
34647,24,9,252,334,23,0,1,0,255,1,0,0,0
8934,49,9,28,0,133,0.75,0.25,0.05,33,0.13,0.87,0.09,1
22157,24,9,174,1733,1,0,1,0,242,0.95,0.01,0,0
27336,49,5,0,0,227,1,0.07,0.06,16,0.06,0.08,1,1
32589,49,5,0,0,281,1,0.06,0.06,13,0.05,0.05,1,1
39318,54,9,1901,333,1,0,1,0,127,0.41,0.09,0,0
20200,49,5,0,0,215,1,0.03,0.07,7,0.03,0.06,1,1
24188,49,5,0,0,267,1,0.02,0.06,15,0.06,0.06,1,1
29771,5,5,0,0,242,1,0.08,0.05,8,0.03,0.08,1,1
14123,20,9,1363,0,19,0,1,0,69,0.43,0.03,0,0
23425,49,5,0,0,60,1,0.05,0.07,17,0.07,0.05,1,1
14114,4,5,0,0,238,1,0.01,0.07,2,0.01,0.07,1,1
