,service,flag,src_bytes,dst_bytes,count,serror_rate,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,label
2344,24,9,266,5627,2,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2345,24,9,258,1270,27,0.04,1.0,0.0,255,1.0,0.0,0.0,0
2346,24,9,316,9586,2,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2347,18,9,12,226,1,0.0,1.0,0.0,10,0.05,0.03,0.0,0
2348,20,5,0,0,215,1.0,0.07,0.07,15,0.06,0.07,1.0,1
2349,11,9,48,497,69,0.0,0.01,0.04,1,0.0,0.02,0.0,0
2350,14,9,8,0,1,0.0,1.0,0.0,255,1.0,0.0,0.0,1
2351,15,9,1032,0,511,0.0,1.0,0.0,62,0.4,0.04,0.01,1
2352,9,5,0,0,262,1.0,0.09,0.05,24,0.09,0.05,1.0,1
2353,14,9,8,0,1,0.0,1.0,0.0,150,1.0,0.0,0.0,1
2354,19,5,0,0,135,1.0,0.13,0.04,6,0.02,0.06,1.0,1
2355,15,9,1032,0,81,0.0,1.0,0.0,255,1.0,0.0,0.0,1
2356,24,5,0,0,37,1.0,0.51,0.05,59,0.3,0.02,1.0,1
2357,24,9,320,269,15,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2358,18,5,0,0,10,1.0,0.3,0.4,63,0.25,0.02,1.0,1
2359,49,1,0,0,240,0.0,0.02,0.07,5,0.02,0.09,0.0,1
2360,24,9,206,867,1,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2361,19,9,1039,3081,1,0.0,1.0,0.0,3,0.09,0.09,0.0,0
2362,8,5,0,0,281,1.0,0.02,0.06,6,0.02,0.07,1.0,1
2363,12,9,36,0,2,0.0,1.0,0.0,46,0.23,0.1,0.0,0
2364,17,5,0,0,149,1.0,0.09,0.05,13,0.05,0.05,1.0,1
2365,20,9,884,0,2,0.0,1.0,0.0,6,0.46,0.23,0.0,0
2366,24,9,312,306,17,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2367,24,9,212,460,5,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2368,24,9,54540,8314,2,0.0,1.0,0.0,155,1.0,0.0,0.0,1
2369,20,9,12,0,1,0.0,1.0,0.0,95,0.72,0.08,0.0,0
2370,49,5,0,0,79,1.0,0.19,0.06,1,0.0,0.08,1.0,1
2371,49,5,0,0,129,1.0,0.12,0.05,9,0.04,0.07,1.0,1
2372,24,9,315,663,39,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2373,24,9,254,3938,2,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2374,44,4,1,0,2,0.0,1.0,0.0,2,0.01,0.65,0.0,1
2375,24,5,0,0,3,1.0,1.0,0.0,64,0.25,0.02,1.0,1
2376,44,1,0,0,1,0.0,1.0,0.0,21,1.0,0.0,0.0,0
2377,49,5,0,0,128,1.0,0.03,0.06,5,0.02,0.07,1.0,1
2378,15,9,1032,0,112,0.0,1.0,0.0,112,0.44,0.02,0.0,1
2379,54,9,741,327,1,0.0,1.0,0.0,130,0.67,0.14,0.0,0
2380,15,9,1480,0,2,0.0,1.0,0.0,2,1.0,0.0,0.0,1
2381,49,5,0,0,226,1.0,0.07,0.05,15,0.06,0.08,1.0,1
2382,24,9,228,1305,8,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2383,20,5,0,0,6,1.0,0.5,0.33,23,0.09,0.07,1.0,1
2384,20,9,259,0,3,0.0,0.67,0.67,89,0.35,0.08,0.0,0
2385,49,4,0,0,1,0.0,1.0,0.0,1,0.0,0.49,0.0,1
2386,24,9,267,1436,33,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2387,11,9,48,491,65,0.0,0.02,0.03,1,0.0,0.02,0.0,0
2388,24,6,264,14600,1,1.0,1.0,0.0,255,1.0,0.0,0.01,0
2389,60,5,0,0,17,1.0,0.24,0.12,5,0.09,0.07,1.0,1
2390,49,5,0,0,88,1.0,0.09,0.07,18,0.07,0.08,1.0,1
2391,49,5,0,0,88,1.0,0.06,0.07,20,0.08,0.07,1.0,1
2392,24,9,320,911,30,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2393,49,1,0,0,213,0.0,0.05,0.08,10,0.04,0.09,0.0,1
2394,54,9,807,339,1,0.0,1.0,0.0,145,0.6,0.03,0.0,0
2395,54,9,1386,328,1,0.0,1.0,0.0,99,0.54,0.02,0.0,0
2396,24,9,294,685,11,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2397,24,9,192,2491,8,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2398,7,5,0,0,257,1.0,0.03,0.07,7,0.03,0.08,1.0,1
2399,63,5,0,0,257,1.0,0.01,0.06,2,0.01,0.07,1.0,1
2400,31,1,0,0,149,0.0,0.13,0.05,19,0.07,0.07,0.0,1
2401,54,9,2432,334,1,0.0,1.0,0.0,98,0.85,0.04,0.01,0
2402,14,9,8,0,1,0.0,1.0,0.0,31,1.0,0.0,0.0,1
2403,49,5,0,0,128,1.0,0.12,0.07,15,0.06,0.08,1.0,1
2404,17,2,0,0,99,0.0,0.02,0.07,2,0.01,0.06,0.0,1
2405,14,9,8,0,1,0.0,1.0,0.0,143,1.0,0.0,0.0,1
2406,20,9,192,0,1,0.0,1.0,0.0,125,0.49,0.02,0.0,0
2407,60,9,176,13070,1,0.0,1.0,0.0,65,0.25,0.02,0.99,0
2408,30,5,0,0,148,1.0,0.02,0.05,3,0.01,0.05,1.0,1
2409,14,9,8,0,1,0.0,1.0,0.0,108,1.0,0.0,0.0,1
2410,12,9,45,133,75,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2411,49,5,0,0,230,1.0,0.07,0.06,13,0.05,0.07,1.0,1
2412,24,9,360,9768,37,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2413,49,5,0,0,105,1.0,0.12,0.06,10,0.04,0.08,1.0,1
2414,49,5,0,0,190,1.0,0.03,0.06,13,0.05,0.07,1.0,1
2415,24,9,229,2090,11,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2416,14,9,18,0,1,0.0,1.0,0.0,191,1.0,0.0,0.0,1
2417,54,9,926,333,1,0.0,1.0,0.0,126,0.59,0.02,0.0,0
2418,24,9,226,650,10,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2419,49,5,0,0,234,1.0,0.01,0.07,3,0.01,0.06,1.0,1
2420,54,9,1891,335,1,0.0,1.0,0.0,141,0.59,0.02,0.0,0
2421,14,9,8,0,1,0.0,1.0,0.0,69,1.0,0.0,0.0,1
2422,69,5,0,0,227,1.0,0.02,0.06,4,0.02,0.06,1.0,1
2423,24,9,162,18666,1,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2424,24,9,297,2084,11,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2425,20,9,151,0,2,0.0,1.0,0.0,56,0.46,0.02,0.0,0
2426,20,9,884,0,2,0.0,1.0,0.0,61,0.26,0.04,0.0,0
2427,7,5,0,0,199,1.0,0.03,0.08,6,0.02,0.08,1.0,1
2428,20,9,2194619,0,1,0.0,1.0,0.0,56,0.83,0.33,0.0,0
2429,24,9,321,8064,17,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2430,2,5,0,0,296,1.0,0.06,0.05,18,0.07,0.05,1.0,1
2431,24,9,332,1505,5,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2432,6,5,0,0,125,1.0,0.06,0.06,13,0.05,0.06,1.0,1
2433,26,5,0,0,52,1.0,0.27,0.12,14,0.05,0.09,1.0,1
2434,6,5,0,0,109,1.0,0.05,0.06,5,0.02,0.06,1.0,1
2435,14,9,8,0,1,0.0,1.0,0.0,3,0.6,0.6,0.0,1
2436,44,9,147,105,4,0.0,0.5,0.5,3,0.01,0.79,0.0,0
2437,24,9,309,10378,11,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2438,24,9,229,695,10,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2439,12,9,44,131,1,0.0,1.0,0.0,1,0.33,1.0,0.0,0
2440,24,9,297,1719,27,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2441,33,5,0,0,300,1.0,0.03,0.06,4,0.02,0.08,1.0,1
2442,31,1,0,0,148,0.0,0.14,0.06,20,0.08,0.07,0.0,1
2443,14,9,8,0,1,0.0,1.0,0.0,76,1.0,0.0,0.0,1
2444,20,9,748,0,1,0.0,1.0,0.0,108,0.78,0.03,0.0,0
2445,19,2,0,133,1,0.0,1.0,0.0,2,0.5,1.0,0.0,1
2446,12,9,46,46,86,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2447,2,5,0,0,205,1.0,0.06,0.06,17,0.07,0.07,1.0,1
2448,24,9,290,751,14,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2449,24,1,0,0,1,0.0,1.0,0.0,238,1.0,0.0,0.0,0
2450,60,9,284,8734,1,0.0,1.0,0.0,19,0.07,0.07,0.66,0
2451,24,9,346,1943,36,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2452,24,9,257,15697,2,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2453,47,9,38,130,1,0.0,1.0,0.0,4,0.02,0.05,0.0,0
2454,49,5,0,0,239,1.0,0.08,0.06,18,0.07,0.07,1.0,1
2455,18,5,0,0,8,0.88,0.5,0.5,2,0.01,0.08,1.0,1
2456,24,9,220,406,6,0.17,1.0,0.0,255,1.0,0.0,0.0,0
2457,12,9,43,43,166,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2458,24,9,243,261,2,0.5,1.0,0.0,255,1.0,0.0,0.0,0
2459,14,9,8,0,1,0.0,1.0,0.0,37,1.0,0.0,0.0,1
2460,20,9,965,0,1,0.0,1.0,0.0,60,0.36,0.06,0.0,0
2461,24,9,293,1651,13,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2462,24,1,0,0,1,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2463,24,9,208,885,11,0.0,1.0,0.0,255,1.0,0.0,0.01,0
2464,49,5,0,0,196,1.0,0.08,0.07,16,0.06,0.08,1.0,1
2465,49,5,0,0,111,1.0,0.07,0.06,15,0.06,0.07,1.0,1
2466,54,9,13891,328,1,0.0,1.0,0.0,131,0.12,0.08,0.0,0
2467,24,9,225,7464,2,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2468,12,9,45,131,72,0.0,1.0,0.0,254,1.0,0.01,0.0,0
2469,63,5,0,0,228,1.0,0.03,0.07,15,0.06,0.07,1.0,1
2470,49,5,0,0,139,1.0,0.02,0.06,11,0.04,0.07,1.0,1
2471,24,9,418,537,1,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2472,49,5,0,0,268,1.0,0.01,0.07,18,0.07,0.07,1.0,1
2473,7,5,0,0,241,1.0,0.07,0.05,16,0.06,0.05,1.0,1
2474,14,9,8,0,1,0.0,1.0,0.0,255,1.0,0.0,0.0,1
2475,24,9,375,1798,13,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2476,14,9,8,0,1,0.0,1.0,0.0,70,1.0,0.0,0.0,1
2477,20,9,2194619,0,1,0.0,1.0,0.0,85,0.24,0.03,0.0,0
2478,54,9,2370,366,1,0.0,1.0,0.0,133,0.42,0.04,0.0,0
2479,24,9,201,3142,42,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2480,24,5,0,0,270,1.0,0.06,0.05,17,0.07,0.05,1.0,1
2481,28,1,0,0,263,0.0,0.04,0.06,10,0.04,0.07,0.0,1
2482,49,5,0,0,193,1.0,0.03,0.06,16,0.06,0.06,1.0,1
2483,49,9,207,207,2,0.0,1.0,0.0,214,0.84,0.01,0.0,0
2484,14,9,8,0,1,0.0,1.0,0.0,107,1.0,0.0,0.0,1
2485,54,9,1782,493,1,0.0,1.0,0.0,11,0.04,0.01,0.0,0
2486,12,9,43,67,143,0.0,0.99,0.01,255,1.0,0.0,0.0,0
2487,10,5,0,0,211,1.0,0.09,0.07,20,0.08,0.08,1.0,1
2488,24,9,254,388,18,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2489,49,5,0,0,179,1.0,0.05,0.06,9,0.04,0.06,1.0,1
2490,36,1,0,0,102,0.0,0.04,0.08,4,0.02,0.08,0.0,1
2491,24,9,208,767,6,0.17,1.0,0.0,255,1.0,0.0,0.0,0
2492,44,9,145,105,1,0.0,1.0,0.0,1,0.0,0.66,0.0,0
2493,24,9,151,9578,1,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2494,20,9,1874,0,11,0.0,1.0,0.0,125,0.49,0.03,0.0,0
2495,49,1,0,0,115,0.0,0.08,0.07,9,0.04,0.06,0.0,1
2496,24,1,0,0,1,0.0,1.0,0.0,249,1.0,0.0,0.0,0
2497,15,9,1032,0,511,0.0,1.0,0.0,27,0.11,0.24,0.0,1
2498,7,5,0,0,24,1.0,0.17,0.21,5,0.02,0.08,1.0,1
2499,34,5,0,0,149,1.0,0.17,0.05,25,0.1,0.05,1.0,1
2500,20,9,1153,0,1,0.0,1.0,0.0,87,0.2,0.08,0.0,0
2501,24,9,304,1860,4,0.0,1.0,0.0,87,1.0,0.0,0.0,0
2502,12,9,44,78,244,0.0,1.0,0.01,250,0.98,0.01,0.0,0
2503,24,5,0,0,2,0.5,1.0,0.0,255,1.0,0.0,0.5,0
2504,69,5,0,0,215,1.0,0.07,0.06,6,0.02,0.08,1.0,1
2505,12,9,46,46,88,0.0,1.0,0.0,250,0.98,0.01,0.0,0
2506,24,9,314,1410,21,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2507,49,9,1,0,16,0.0,0.12,0.19,51,0.2,0.32,0.0,1
2508,20,6,88382,0,14,0.07,1.0,0.0,82,0.35,0.03,0.02,0
2509,24,9,263,1630,2,0.0,1.0,0.0,2,0.14,0.21,0.5,0
2510,66,5,0,0,135,1.0,0.08,0.05,11,0.04,0.05,1.0,1
2511,54,9,1208,433,1,0.0,1.0,0.0,155,0.5,0.21,0.0,0
2512,24,9,323,2052,21,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2513,18,5,0,0,127,1.0,0.02,0.06,2,0.01,0.05,1.0,1
2514,49,1,0,0,228,0.0,0.06,0.07,25,0.1,0.08,0.0,1
2515,6,5,0,0,118,1.0,0.09,0.06,11,0.04,0.07,1.0,1
2516,13,2,0,0,197,0.0,0.01,0.06,1,0.0,0.06,0.0,1
2517,12,9,44,44,191,0.0,1.0,0.0,206,0.81,0.01,0.0,0
2518,12,9,45,139,260,0.0,1.0,0.0,251,0.98,0.01,0.0,0
2519,24,1,0,0,1,0.0,1.0,0.0,251,1.0,0.0,0.0,0
2520,24,9,299,1107,28,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2521,14,9,8,0,1,0.0,1.0,0.0,69,1.0,0.0,0.0,1
2522,24,9,206,5739,13,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2523,54,2,0,0,202,0.0,0.01,0.06,2,0.01,0.09,0.0,1
2524,6,5,0,0,136,1.0,0.11,0.04,15,0.06,0.05,1.0,1
2525,37,5,0,0,280,1.0,0.06,0.05,4,0.02,0.07,1.0,1
2526,24,9,308,4504,10,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2527,19,5,0,0,225,1.0,0.01,0.07,3,0.01,0.08,1.0,1
2528,19,5,0,0,273,1.0,0.03,0.06,7,0.03,0.07,1.0,1
2529,20,5,0,0,137,1.0,0.01,0.06,1,0.0,0.06,1.0,1
2530,24,9,215,597,29,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2531,54,9,3248,328,1,0.0,1.0,0.0,137,0.82,0.04,0.0,0
2532,49,5,0,0,75,1.0,0.24,0.07,2,0.01,0.08,1.0,1
2533,24,9,339,3088,10,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2534,55,5,0,0,122,1.0,0.18,0.05,22,0.09,0.05,1.0,1
2535,38,1,0,0,144,0.0,0.1,0.06,7,0.03,0.07,0.0,1
2536,24,9,273,8193,1,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2537,28,5,0,0,288,1.0,0.06,0.06,7,0.03,0.07,1.0,1
2538,54,9,1580,333,1,0.0,1.0,0.0,59,0.66,0.04,0.0,0
2539,14,9,8,0,1,0.0,1.0,0.0,41,1.0,0.0,0.0,1
2540,24,9,192,318,3,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2541,24,9,295,332,16,0.0,1.0,0.0,206,1.0,0.0,0.0,0
2542,20,1,0,0,273,0.0,0.04,0.06,10,0.04,0.07,0.0,1
2543,37,5,0,0,207,1.0,0.02,0.07,5,0.02,0.06,1.0,1
2544,38,1,0,0,191,0.0,0.01,0.07,2,0.01,0.08,0.0,1
2545,19,9,1259,2453,1,0.0,1.0,0.0,55,0.22,0.02,0.0,1
2546,58,1,0,0,246,0.0,0.01,0.07,2,0.01,0.08,0.0,1
2547,24,9,302,2348,4,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2548,49,5,0,0,104,1.0,0.03,0.08,15,0.06,0.06,1.0,1
2549,46,1,0,0,266,0.0,0.07,0.06,19,0.07,0.07,0.0,1
2550,20,9,748,0,1,0.0,1.0,0.0,107,0.5,1.0,0.5,0
2551,24,9,296,1509,23,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2552,8,5,0,0,222,1.0,0.0,0.07,1,0.0,0.07,1.0,1
2553,24,9,214,1032,13,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2554,5,5,0,0,263,1.0,0.04,0.07,10,0.04,0.08,1.0,1
2555,14,9,8,0,1,0.0,1.0,0.0,11,1.0,0.0,0.0,1
2556,58,5,0,0,260,1.0,0.05,0.05,14,0.05,0.05,1.0,1
2557,24,5,0,0,111,1.0,0.02,0.06,16,0.06,0.07,1.0,1
2558,38,5,0,0,244,1.0,0.04,0.07,9,0.04,0.08,1.0,1
2559,44,1,0,0,1,0.0,1.0,0.0,29,1.0,0.0,0.0,0
2560,49,1,0,0,356,0.0,0.0,0.52,1,0.0,0.52,0.0,1
2561,24,9,222,955,7,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2562,49,10,0,0,1,1.0,1.0,0.0,1,0.03,0.74,0.79,1
2563,24,9,381,622,12,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2564,24,9,320,289,8,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2565,20,9,2194619,0,1,0.0,1.0,0.0,86,0.39,0.06,0.0,0
2566,24,9,329,282,14,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2567,49,5,0,0,147,1.0,0.03,0.06,5,0.02,0.09,1.0,1
2568,49,5,0,0,296,1.0,0.05,0.05,13,0.05,0.06,1.0,1
2569,6,5,0,0,120,1.0,0.15,0.06,18,0.07,0.05,1.0,1
2570,69,4,0,0,1,0.0,1.0,0.0,1,0.0,0.18,0.0,1
2571,49,5,0,0,138,1.0,0.01,0.06,30,0.12,0.06,1.0,1
2572,59,5,0,0,231,1.0,0.03,0.06,7,0.03,0.06,1.0,1
2573,44,9,147,105,1,0.0,1.0,0.0,1,0.0,0.53,0.0,0
2574,24,9,256,398,9,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2575,60,5,0,0,28,1.0,0.21,0.14,64,0.25,0.02,1.0,1
2576,24,9,374,267,5,0.2,1.0,0.0,255,1.0,0.0,0.0,0
2577,24,9,209,955,17,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2578,24,9,232,3270,1,0.0,1.0,0.0,37,1.0,0.0,0.0,0
2579,49,10,0,0,1,1.0,1.0,0.0,1,0.0,0.96,0.96,1
2580,12,9,46,80,61,0.0,1.0,0.0,217,0.85,0.01,0.0,0
2581,49,9,105,146,3,0.0,0.67,0.67,244,0.96,0.01,0.0,0
2582,24,9,54540,8314,4,0.0,1.0,0.0,104,1.0,0.0,0.0,1
2583,15,9,520,0,458,0.0,1.0,0.0,52,1.0,0.0,0.0,1
2584,20,9,374,0,3,0.0,1.0,0.0,96,1.0,0.0,0.0,0
2585,49,5,0,0,133,1.0,0.09,0.06,12,0.05,0.04,1.0,1
2586,4,1,0,0,231,0.0,0.03,0.06,7,0.03,0.07,0.0,1
2587,14,9,8,0,1,0.0,1.0,0.0,33,1.0,0.0,0.0,1
2588,49,5,0,0,225,1.0,0.08,0.06,18,0.07,0.08,1.0,1
2589,15,9,30,0,2,0.0,1.0,0.0,156,1.0,0.0,0.0,0
2590,43,9,48,48,2,0.0,1.0,0.0,61,0.39,0.01,0.0,0
2591,24,6,307,27740,4,0.25,1.0,0.0,255,1.0,0.0,0.0,0
2592,24,9,267,3403,10,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2593,49,5,0,0,234,1.0,0.07,0.05,16,0.06,0.05,1.0,1
2594,20,9,1199,0,2,0.0,1.0,0.0,36,0.13,0.04,0.0,0
2595,2,5,0,0,200,1.0,0.0,0.05,1,0.0,0.06,1.0,1
2596,24,9,218,5280,4,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2597,24,9,222,1529,3,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2598,24,9,249,1218,3,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2599,49,1,0,0,188,0.02,0.01,1.0,1,0.0,0.76,0.01,1
2600,12,9,44,44,124,0.0,1.0,0.0,205,0.8,0.01,0.0,0
2601,49,1,0,0,124,0.0,0.04,0.06,4,0.02,0.07,0.0,1
2602,19,9,694,2077,1,0.0,1.0,0.0,42,0.19,0.04,0.0,0
2603,49,5,0,0,95,1.0,0.12,0.06,11,0.04,0.05,1.0,1
2604,24,9,235,460,6,0.17,1.0,0.0,16,1.0,0.0,0.17,0
2605,54,9,1527,522,1,0.0,1.0,0.0,243,0.93,0.03,0.0,0
2606,49,5,0,0,175,1.0,0.08,0.06,10,0.04,0.07,1.0,1
2607,49,9,105,147,1,0.0,1.0,0.0,85,0.99,0.02,0.0,0
2608,49,5,0,0,157,1.0,0.13,0.06,20,0.08,0.07,1.0,1
2609,24,9,218,3298,50,0.0,1.0,0.0,219,1.0,0.0,0.0,0
2610,12,9,46,46,2,0.0,0.5,1.0,120,0.96,0.02,0.0,0
2611,54,9,2091,326,1,0.0,1.0,0.0,44,0.44,0.03,0.0,0
2612,24,9,314,1451,7,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2613,24,9,358,1640,7,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2614,20,9,59,0,11,0.0,1.0,0.0,68,0.52,0.12,0.0,0
2615,24,9,198,2656,8,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2616,24,9,216,2654,13,0.0,1.0,0.0,41,1.0,0.0,0.0,0
2617,24,9,303,1349,20,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2618,36,5,0,0,286,1.0,0.07,0.05,21,0.08,0.05,1.0,1
2619,54,9,1357,406,1,0.0,1.0,0.0,158,0.89,0.22,0.0,0
2620,14,9,18,0,1,0.0,1.0,0.0,77,1.0,0.0,0.0,1
2621,24,1,0,0,2,0.0,1.0,0.0,20,1.0,0.0,0.0,0
2622,15,9,520,0,482,0.0,1.0,0.0,90,1.0,0.0,0.0,1
2623,65,9,78,0,19,0.0,0.21,0.11,16,0.06,0.01,0.0,0
2624,4,1,0,0,216,0.0,0.04,0.06,8,0.03,0.08,0.0,1
2625,20,1,0,0,242,0.0,0.02,0.07,6,0.02,0.07,0.0,1
2626,24,9,226,447,35,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2627,49,5,0,0,245,1.0,0.01,0.06,6,0.02,0.08,1.0,1
2628,49,5,0,0,194,1.0,0.11,0.05,22,0.09,0.05,1.0,1
2629,24,5,0,0,248,1.0,0.04,0.06,11,0.04,0.07,1.0,1
2630,49,5,0,0,281,1.0,0.09,0.04,24,0.09,0.05,1.0,1
2631,2,1,0,0,145,0.0,0.12,0.06,8,0.03,0.06,0.0,1
2632,49,5,0,0,216,1.0,0.04,0.06,13,0.05,0.06,1.0,1
2633,49,1,0,0,249,0.0,0.05,0.06,13,0.05,0.09,0.0,1
2634,12,9,42,42,140,0.0,1.0,0.0,193,0.76,0.01,0.0,0
2635,24,9,207,626,16,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2636,49,4,1,0,2,0.0,1.0,0.0,2,0.01,0.73,0.0,1
2637,54,9,2010,334,1,0.0,1.0,0.0,148,0.61,0.07,0.0,0
2638,7,5,0,0,255,1.0,0.04,0.06,10,0.04,0.07,1.0,1
2639,24,9,186,256,6,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2640,15,9,1032,0,511,0.0,1.0,0.0,46,0.18,0.04,0.04,1
2641,24,9,380,1398,14,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2642,24,9,226,9284,14,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2643,65,9,78,0,6,0.0,0.17,0.33,22,0.09,0.01,0.0,0
2644,24,9,319,595,4,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2645,18,5,0,0,285,1.0,0.07,0.06,19,0.07,0.08,1.0,1
2646,15,9,1032,0,511,0.0,1.0,0.0,188,0.74,0.03,0.0,1
2647,49,5,0,0,112,1.0,0.03,0.09,3,0.01,0.08,1.0,1
2648,42,5,0,0,100,1.0,0.01,0.06,1,0.0,0.07,1.0,1
2649,12,9,46,132,62,0.0,1.0,0.0,196,0.8,0.01,0.0,0
2650,24,9,314,575,28,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2651,20,9,26,0,2,0.0,1.0,0.0,28,0.11,0.07,0.82,0
2652,54,9,834,278,1,0.0,1.0,0.0,182,0.73,0.02,0.0,0
2653,24,9,293,1924,14,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2654,49,4,1,0,2,0.0,1.0,0.0,2,0.01,0.74,0.0,1
2655,49,5,0,0,200,1.0,0.05,0.07,9,0.04,0.06,1.0,1
2656,54,9,954,328,1,0.0,1.0,0.0,139,0.66,0.03,0.0,0
2657,24,9,217,1046,2,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2658,49,5,0,0,249,1.0,0.09,0.05,23,0.11,0.06,0.99,1
2659,24,1,0,0,1,0.0,1.0,0.0,54,1.0,0.0,0.0,0
2660,49,5,0,0,129,1.0,0.01,0.05,1,0.0,0.05,1.0,1
2661,20,9,740,0,1,0.0,1.0,0.0,85,0.89,0.06,0.0,0
2662,41,1,0,0,116,0.0,0.09,0.07,10,0.04,0.07,0.0,1
2663,32,5,0,0,149,1.0,0.06,0.05,2,0.01,0.08,1.0,1
2664,57,5,0,0,130,1.0,0.01,0.06,13,0.05,0.06,1.0,1
2665,20,9,4539,0,22,0.0,1.0,0.0,101,0.4,0.02,0.0,0
2666,24,9,326,942,4,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2667,49,9,1,0,151,0.0,0.87,0.03,168,0.66,0.04,0.0,1
2668,24,9,226,312,14,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2669,18,2,0,0,246,0.0,0.04,0.07,9,0.04,0.07,0.0,1
2670,29,5,0,0,149,1.0,0.13,0.05,6,0.02,0.06,1.0,1
2671,24,9,207,1345,5,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2672,49,5,0,0,246,1.0,0.07,0.07,18,0.07,0.05,1.0,1
2673,24,9,334,2783,1,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2674,24,9,213,1713,12,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2675,38,5,0,0,292,1.0,0.09,0.05,25,0.1,0.05,1.0,1
2676,49,5,0,0,282,1.0,0.05,0.06,16,0.06,0.07,1.0,1
2677,24,5,0,0,175,1.0,0.01,0.07,1,0.0,0.07,1.0,1
2678,24,9,207,296,4,0.0,1.0,0.0,255,1.0,0.0,0.0,0
2679,24,9,181,9442,1,0.0,1.0,0.0,255,1.0,0.0,0.0,0
