,class_flooding,class_impersonation,class_injection,class_normal
146492,0,0,0,1
1249447,0,0,0,1
156926,0,0,0,1
903931,0,0,0,1
502082,0,0,0,1
564927,0,0,0,1
1668723,0,0,0,1
809442,0,0,0,1
286297,0,0,0,1
249445,0,0,0,1
317098,0,0,0,1
1456884,0,0,0,1
1554045,0,0,0,1
704825,0,0,0,1
831040,0,0,0,1
294518,0,0,0,1
1739307,0,0,0,1
488851,0,0,0,1
397731,0,0,0,1
842711,0,0,0,1
1405827,0,0,0,1
1739473,0,0,0,1
1658555,0,0,0,1
184452,0,0,0,1
796850,0,0,0,1
1704067,0,0,0,1
914490,0,0,0,1
1764862,0,0,0,1
1433003,0,0,0,1
921301,0,0,0,1
663671,0,0,0,1
576692,0,0,0,1
723803,0,0,0,1
1073387,0,0,0,1
55957,0,0,0,1
25518,0,0,0,1
984911,0,0,0,1
535391,0,0,0,1
1007577,0,0,0,1
451072,0,0,0,1
114238,0,0,0,1
1040866,0,0,0,1
1576568,0,0,0,1
1309899,0,0,0,1
1698005,0,0,0,1
697735,0,0,0,1
1341839,0,0,0,1
180768,0,0,0,1
825825,0,0,0,1
109132,0,0,0,1
1097407,0,0,0,1
1138833,0,0,0,1
1394400,0,0,0,1
75552,0,0,0,1
1111409,0,0,0,1
1067782,0,0,0,1
669567,0,0,0,1
568091,0,0,0,1
1754455,0,0,0,1
660379,0,0,0,1
567475,0,0,0,1
304918,0,0,0,1
1168069,0,0,0,1
1002327,0,0,0,1
853429,0,0,0,1
539094,0,0,0,1
1356302,0,0,0,1
1151351,0,0,0,1
100882,0,0,0,1
949930,0,0,0,1
731281,0,0,0,1
716673,0,0,0,1
652827,0,0,0,1
1191067,0,0,0,1
750495,0,0,0,1
137093,0,0,0,1
313430,0,0,0,1
1485369,0,0,0,1
116050,0,0,0,1
1312747,0,0,0,1
407104,0,0,0,1
740153,0,0,0,1
1719489,0,0,0,1
1204475,0,0,0,1
1223769,0,0,0,1
378804,0,0,0,1
1049732,0,0,0,1
801771,0,0,0,1
1500418,0,0,0,1
1682760,0,0,0,1
1589328,0,0,0,1
1204753,0,0,0,1
343530,0,0,0,1
880264,0,0,0,1
1682689,0,0,0,1
557039,0,0,0,1
1182151,0,0,0,1
462326,0,0,0,1
887698,0,0,0,1
24396,0,0,0,1
382052,0,0,0,1
899925,0,0,0,1
970823,0,0,0,1
669249,0,0,0,1
1212959,0,0,0,1
358310,0,0,0,1
674822,0,0,0,1
1645239,0,0,0,1
902112,0,0,0,1
1681133,0,0,0,1
794210,0,0,0,1
221041,0,0,0,1
866426,0,0,0,1
923254,0,0,0,1
1305597,0,0,0,1
509433,0,0,0,1
1077191,0,0,0,1
855925,0,0,0,1
244302,0,0,0,1
1292327,0,0,0,1
1519924,0,0,0,1
22799,0,0,0,1
149154,0,0,0,1
90246,0,0,0,1
574297,0,0,0,1
1460741,0,0,0,1
407077,0,0,0,1
891331,0,0,0,1
1719275,0,0,0,1
17340,0,0,0,1
515254,0,0,0,1
1663147,0,0,0,1
1501668,0,0,0,1
339870,0,0,0,1
62080,0,0,0,1
1672510,0,0,0,1
87435,0,0,0,1
184081,0,0,0,1
1738714,0,0,0,1
1784227,0,0,0,1
794154,0,0,0,1
1172059,0,0,0,1
1648458,0,0,0,1
1587358,0,0,0,1
1034207,0,0,0,1
1204444,0,0,0,1
252506,0,0,0,1
1605506,0,0,0,1
135782,0,0,0,1
1609776,0,0,0,1
228935,0,0,0,1
467319,0,0,0,1
952979,0,0,0,1
1140947,0,0,0,1
793776,0,0,0,1
862012,0,0,0,1
28814,0,0,0,1
58303,0,0,0,1
1774894,0,0,0,1
265088,0,0,0,1
1468350,0,0,0,1
1623931,0,0,0,1
260442,0,0,0,1
1661198,0,0,0,1
176105,0,0,0,1
320264,0,0,0,1
1080693,0,0,0,1
321310,0,0,0,1
1519269,0,0,0,1
1728394,0,0,0,1
973332,0,0,0,1
1665474,0,0,0,1
426889,0,0,0,1
482877,0,0,0,1
617880,0,0,0,1
1066021,0,0,0,1
780048,0,0,0,1
1669368,0,0,0,1
325365,0,0,0,1
1108506,0,0,0,1
298152,0,0,0,1
941982,0,0,0,1
1251769,0,0,0,1
1005819,0,0,0,1
1330329,0,0,0,1
695529,0,0,0,1
880457,0,0,0,1
191210,0,0,0,1
1575543,0,0,0,1
152156,0,0,0,1
507577,0,0,0,1
506481,0,0,0,1
134698,0,0,0,1
959344,0,0,0,1
775416,0,0,0,1
1075793,0,0,0,1
447550,0,0,0,1
166295,0,0,0,1
1057888,0,0,0,1
529482,0,0,0,1
748954,0,0,0,1
673561,0,0,0,1
553550,0,0,0,1
158973,0,0,0,1
517417,0,0,0,1
274317,0,0,0,1
1493708,0,0,0,1
555815,0,0,0,1
1477627,0,0,0,1
1525481,0,0,0,1
517118,0,0,0,1
1098678,0,0,0,1
723829,0,0,0,1
1738779,0,0,0,1
1703928,0,0,0,1
1784093,0,0,0,1
1464174,0,0,0,1
872865,0,0,0,1
385073,0,0,0,1
487852,0,0,0,1
1511033,0,0,0,1
764351,0,0,0,1
525859,0,0,0,1
574372,0,0,0,1
1599737,0,0,0,1
179739,0,0,0,1
724926,0,0,0,1
851772,0,0,0,1
1222849,0,0,0,1
580123,0,0,0,1
23084,0,0,0,1
1181273,0,0,0,1
483424,0,0,0,1
89833,0,0,0,1
141871,0,0,0,1
910225,0,0,0,1
230140,0,0,0,1
1158710,0,0,0,1
798591,0,0,0,1
315059,0,0,0,1
922229,0,0,0,1
1704744,0,0,0,1
1195731,0,0,0,1
592701,0,0,0,1
780943,0,0,0,1
1201214,0,0,0,1
195508,0,0,0,1
512817,0,0,0,1
1046462,0,0,0,1
114297,0,0,0,1
1410429,0,0,0,1
84777,0,0,0,1
1125124,0,0,0,1
200016,0,0,0,1
1581978,0,0,0,1
444532,0,0,0,1
439395,0,0,0,1
1212529,0,0,0,1
216476,0,0,0,1
106522,0,0,0,1
276565,0,0,0,1
858658,0,0,0,1
1440961,0,0,0,1
1250416,0,0,0,1
639807,0,0,0,1
1044007,0,0,0,1
553641,0,0,0,1
57212,0,0,0,1
467264,0,0,0,1
1386794,0,0,0,1
1047156,0,0,0,1
349179,0,0,0,1
144135,0,0,0,1
1018191,0,0,0,1
1358153,0,0,0,1
497436,0,0,0,1
1170083,0,0,0,1
995708,0,0,0,1
129201,0,0,0,1
15122,0,0,0,1
942892,0,0,0,1
21488,0,0,0,1
657315,0,0,0,1
158707,0,0,0,1
561293,0,0,0,1
864136,0,0,0,1
949016,0,0,0,1
210988,0,0,0,1
894093,0,0,0,1
5324,0,0,0,1
1516317,0,0,0,1
980954,0,0,0,1
1018837,0,0,0,1
422116,0,0,0,1
1357908,0,0,0,1
562663,0,0,0,1
1189216,0,0,0,1
977249,0,0,0,1
857380,0,0,0,1
762733,0,0,0,1
1673625,0,0,0,1
505519,0,0,0,1
361814,0,0,0,1
1747094,0,0,0,1
102507,0,0,0,1
1718756,0,0,0,1
1273515,0,0,0,1
650072,0,0,0,1
1708590,0,0,0,1
503062,0,0,0,1
931346,0,0,0,1
837111,0,0,0,1
600552,0,0,0,1
1541898,0,0,0,1
1462350,0,0,0,1
476468,0,0,0,1
708739,0,0,0,1
784336,0,0,0,1
586586,0,0,0,1
1148407,0,0,0,1
1686724,0,0,0,1
1349684,0,0,0,1
592380,0,0,0,1
1118083,0,0,0,1
16123,0,0,0,1
1617728,0,0,0,1
1393503,0,0,0,1
1498956,0,0,0,1
1746319,0,0,0,1
765728,0,0,0,1
347023,0,0,0,1
1331606,0,0,0,1
707593,0,0,0,1
511510,0,0,0,1
1417407,0,0,0,1
1480512,0,0,0,1
838925,0,0,0,1
1253324,0,0,0,1
1517249,0,0,0,1
1315575,0,0,0,1
1173515,0,0,0,1
1446154,0,0,0,1
617887,0,0,0,1
1672983,0,0,0,1
6255,0,0,0,1
1135380,0,0,0,1
441570,0,0,0,1
1749338,0,0,0,1
917782,0,0,0,1
355997,0,0,0,1
304682,0,0,0,1
1657205,0,0,0,1
1204509,0,0,0,1
1040889,0,0,0,1
1432967,0,0,0,1
1375101,0,0,0,1
819333,0,0,0,1
690715,0,0,0,1
1099263,0,0,0,1
1753783,0,0,0,1
1341385,0,0,0,1
178300,0,0,0,1
1089283,0,0,0,1
1382362,0,0,0,1
1185962,0,0,0,1
662773,0,0,0,1
1098348,0,0,0,1
418225,0,0,0,1
585672,0,0,0,1
603316,0,0,0,1
507943,0,0,0,1
1357456,0,0,0,1
702910,0,0,0,1
79737,0,0,0,1
1027813,0,0,0,1
1744549,0,0,0,1
1765452,0,0,0,1
1019692,0,0,0,1
72143,0,0,0,1
1321143,0,0,0,1
226515,0,0,0,1
925607,0,0,0,1
1159606,0,0,0,1
164412,0,0,0,1
1506588,0,0,0,1
1580991,0,0,0,1
467952,0,0,0,1
1364591,0,0,0,1
110995,0,0,0,1
476105,0,0,0,1
1183217,0,0,0,1
875890,0,0,0,1
1757250,0,0,0,1
1661934,0,0,0,1
1713752,0,0,0,1
865782,0,0,0,1
291703,0,0,0,1
177504,0,0,0,1
409915,0,0,0,1
403322,0,0,0,1
1005846,0,0,0,1
1054471,0,0,0,1
1723305,0,0,0,1
1174328,0,0,0,1
956822,0,0,0,1
103210,0,0,0,1
642956,0,0,0,1
1445817,0,0,0,1
299706,0,0,0,1
825769,0,0,0,1
819392,0,0,0,1
1723343,0,0,0,1
628995,0,0,0,1
572207,0,0,0,1
687998,0,0,0,1
446010,0,0,0,1
619213,0,0,0,1
583467,0,0,0,1
1704222,0,0,0,1
123705,0,0,0,1
1693164,0,0,0,1
1574964,0,0,0,1
1648438,0,0,0,1
703797,0,0,0,1
1544441,0,0,0,1
342667,0,0,0,1
1742472,0,0,0,1
937885,0,0,0,1
1140381,0,0,0,1
1249966,0,0,0,1
906813,0,0,0,1
125644,0,0,0,1
445395,0,0,0,1
817447,0,0,0,1
193617,0,0,0,1
1340669,0,0,0,1
1387226,0,0,0,1
1572182,0,0,0,1
93766,0,0,0,1
1710899,0,0,0,1
341089,0,0,0,1
645669,0,0,0,1
962009,0,0,0,1
846967,0,0,0,1
1021869,0,0,0,1
1507756,0,0,0,1
902335,0,0,0,1
1744486,0,0,0,1
895760,0,0,0,1
565796,0,0,0,1
223428,0,0,0,1
856021,0,0,0,1
1771801,0,0,0,1
1738760,0,0,0,1
1019390,0,0,0,1
1734869,0,0,0,1
1311103,0,0,0,1
739193,0,0,0,1
1052278,0,0,0,1
882086,0,0,0,1
1332715,0,0,0,1
968841,0,0,0,1
1183539,0,0,0,1
214992,0,0,0,1
1663934,0,0,0,1
1618014,0,0,0,1
133936,0,0,0,1
457118,0,0,0,1
1002485,0,0,0,1
15112,0,0,0,1
259014,0,0,0,1
1551110,0,0,0,1
388318,0,0,0,1
489632,0,0,0,1
1160107,0,0,0,1
192654,0,0,0,1
973152,0,0,0,1
289390,0,0,0,1
649813,0,0,0,1
71507,0,0,0,1
1066272,0,0,0,1
1787952,0,0,0,1
628197,0,0,0,1
1534189,0,0,0,1
1084633,0,0,0,1
285022,0,0,0,1
863404,0,0,0,1
314818,0,0,0,1
127163,0,0,0,1
1377211,0,0,0,1
1782514,0,0,0,1
1440347,0,0,0,1
1745772,0,0,0,1
629340,0,0,0,1
43034,0,0,0,1
914337,0,0,0,1
661,0,0,0,1
727170,0,0,0,1
1507252,0,0,0,1
361463,0,0,0,1
1497633,0,0,0,1
515443,0,0,0,1
797236,0,0,0,1
805392,0,0,0,1
758461,0,0,0,1
252780,0,0,0,1
169759,0,0,0,1
943771,0,0,0,1
122302,0,0,0,1
1733325,0,0,0,1
1708865,0,0,0,1
15633,0,0,0,1
778314,0,0,0,1
649269,0,0,0,1
1389397,0,0,0,1
1473993,0,0,0,1
1776562,0,0,0,1
1304652,0,0,0,1
1235012,0,0,0,1
156550,0,0,0,1
1536976,0,0,0,1
1362687,0,0,0,1
215153,0,0,0,1
586040,0,0,0,1
565000,0,0,0,1
1145445,0,0,0,1
1310607,0,0,0,1
283966,0,0,0,1
1073907,0,0,0,1
1690813,0,0,0,1
1779133,0,0,0,1
385054,0,0,0,1
831584,0,0,0,1
1169253,0,0,0,1
927314,0,0,0,1
602066,0,0,0,1
1079302,0,0,0,1
307261,0,0,0,1
1074371,0,0,0,1
995323,0,0,0,1
103762,0,0,0,1
1737239,0,0,0,1
672599,0,0,0,1
99066,0,0,0,1
211543,0,0,0,1
351781,0,0,0,1
876074,0,0,0,1
962753,0,0,0,1
50935,0,0,0,1
1696387,0,0,0,1
1206809,0,0,0,1
1060458,0,0,0,1
1339839,0,0,0,1
888944,0,0,0,1
555436,0,0,0,1
1057048,0,0,0,1
397624,0,0,0,1
1713346,0,0,0,1
1094063,0,0,0,1
1148661,0,0,0,1
111330,0,0,0,1
242474,0,0,0,1
1601915,0,0,0,1
363721,0,0,0,1
711647,0,0,0,1
1528114,0,0,0,1
1166568,0,0,0,1
1570164,0,0,0,1
227577,0,0,0,1
238736,0,0,0,1
1035692,0,0,0,1
345398,0,0,0,1
191778,0,0,0,1
1585759,0,0,0,1
869182,0,0,0,1
910859,0,0,0,1
1383474,0,0,0,1
604893,0,0,0,1
1567791,0,0,0,1
1616711,0,0,0,1
1540126,0,0,0,1
1410116,0,0,0,1
1040536,0,0,0,1
230161,0,0,0,1
1669097,0,0,0,1
978847,0,0,0,1
189773,0,0,0,1
448404,0,0,0,1
1747577,0,0,0,1
1585519,0,0,0,1
964516,0,0,0,1
337655,0,0,0,1
1670843,0,0,0,1
242509,0,0,0,1
490553,0,0,0,1
1359363,0,0,0,1
1405536,0,0,0,1
1204335,0,0,0,1
1230556,0,0,0,1
621434,0,0,0,1
805784,0,0,0,1
802687,0,0,0,1
1413649,0,0,0,1
601923,0,0,0,1
523968,0,0,0,1
792572,0,0,0,1
621310,0,0,0,1
1501699,0,0,0,1
30160,0,0,0,1
1751008,0,0,0,1
888053,0,0,0,1
713904,0,0,0,1
745170,0,0,0,1
1518288,0,0,0,1
283609,0,0,0,1
1397140,0,0,0,1
1215233,0,0,0,1
275209,0,0,0,1
790552,0,0,0,1
694347,0,0,0,1
1550326,0,0,0,1
366288,0,0,0,1
359404,0,0,0,1
1540295,0,0,0,1
286219,0,0,0,1
26611,0,0,0,1
1787458,0,0,0,1
425021,0,0,0,1
1078822,0,0,0,1
1188559,0,0,0,1
781607,0,0,0,1
944754,0,0,0,1
167493,0,0,0,1
150399,0,0,0,1
1745339,0,0,0,1
844414,0,0,0,1
1120643,0,0,0,1
78597,0,0,0,1
1747574,0,0,0,1
1458982,0,0,0,1
547112,0,0,0,1
1725401,0,0,0,1
752915,0,0,0,1
703888,0,0,0,1
1756611,0,0,0,1
213337,0,0,0,1
1720455,0,0,0,1
1068346,0,0,0,1
847943,0,0,0,1
749206,0,0,0,1
1107453,0,0,0,1
1578510,0,0,0,1
673572,0,0,0,1
207369,0,0,0,1
901551,0,0,0,1
871669,0,0,0,1
1178501,0,0,0,1
429804,0,0,0,1
186251,0,0,0,1
1468868,0,0,0,1
1603995,0,0,0,1
828514,0,0,0,1
1329324,0,0,0,1
1393476,0,0,0,1
1047508,0,0,0,1
171013,0,0,0,1
505722,0,0,0,1
1599983,0,0,0,1
831382,0,0,0,1
1209101,0,0,0,1
1021056,0,0,0,1
1701228,0,0,0,1
890913,0,0,0,1
1350667,0,0,0,1
1116860,0,0,0,1
1296110,0,0,0,1
77032,0,0,0,1
453628,0,0,0,1
969638,0,0,0,1
605287,0,0,0,1
409302,0,0,0,1
97373,0,0,0,1
562445,0,0,0,1
994633,0,0,0,1
1577279,0,0,0,1
904493,0,0,0,1
599645,0,0,0,1
822799,0,0,0,1
1382187,0,0,0,1
1176923,0,0,0,1
1781072,0,0,0,1
1657142,0,0,0,1
460280,0,0,0,1
662942,0,0,0,1
1064518,0,0,0,1
1671225,0,0,0,1
1022219,0,0,0,1
46318,0,0,0,1
1174067,0,0,0,1
290394,0,0,0,1
1321239,0,0,0,1
290702,0,0,0,1
508476,0,0,0,1
1540319,0,0,0,1
727563,0,0,0,1
1461870,0,0,0,1
1467477,0,0,0,1
590256,0,0,0,1
1363972,0,0,0,1
294355,0,0,0,1
133030,0,0,0,1
1536004,0,0,0,1
171474,0,0,0,1
1014520,0,0,0,1
871814,0,0,0,1
520251,0,0,0,1
1017188,0,0,0,1
1150827,0,0,0,1
821941,0,0,0,1
258132,0,0,0,1
1647257,0,0,0,1
532142,0,0,0,1
1145827,0,0,0,1
241953,0,0,0,1
439412,0,0,0,1
452322,0,0,0,1
1602652,0,0,0,1
70909,0,0,0,1
690318,0,0,0,1
479818,0,0,0,1
1771168,0,0,0,1
617095,0,0,0,1
688694,0,0,0,1
923205,0,0,0,1
998499,0,0,0,1
1736942,0,0,0,1
1420469,0,0,0,1
44344,0,0,0,1
503933,0,0,0,1
176645,0,0,0,1
1517425,0,0,0,1
1694878,0,0,0,1
909619,0,0,0,1
110871,0,0,0,1
685910,0,0,0,1
1071021,0,0,0,1
1146538,0,0,0,1
961403,0,0,0,1
912816,0,0,0,1
1209368,0,0,0,1
105141,0,0,0,1
1357476,0,0,0,1
120097,0,0,0,1
64237,0,0,0,1
1008663,0,0,0,1
27815,0,0,0,1
692496,0,0,0,1
1081392,0,0,0,1
1114018,0,0,0,1
1583390,0,0,0,1
1570579,0,0,0,1
133282,0,0,0,1
1168298,0,0,0,1
1608756,0,0,0,1
211305,0,0,0,1
533326,0,0,0,1
686728,0,0,0,1
1062487,0,0,0,1
251837,0,0,0,1
1120655,0,0,0,1
1403241,0,0,0,1
418386,0,0,0,1
516893,0,0,0,1
806649,0,0,0,1
477515,0,0,0,1
774401,0,0,0,1
311216,0,0,0,1
1408003,0,0,0,1
23499,0,0,0,1
1621237,0,0,0,1
1121806,0,0,0,1
1740217,0,0,0,1
1059588,0,0,0,1
997631,0,0,0,1
779226,0,0,0,1
547703,0,0,0,1
1322201,0,0,0,1
979745,0,0,0,1
1110748,0,0,0,1
1583244,0,0,0,1
1110711,0,0,0,1
395418,0,0,0,1
399986,0,0,0,1
1589818,0,0,0,1
968779,0,0,0,1
1189794,0,0,0,1
303022,0,0,0,1
176234,0,0,0,1
420133,0,0,0,1
875900,0,0,0,1
236071,0,0,0,1
83841,0,0,0,1
304442,0,0,0,1
1691286,0,0,0,1
1331060,0,0,0,1
1564273,0,0,0,1
638050,0,0,0,1
1160158,0,0,0,1
1607431,0,0,0,1
1793556,0,0,0,1
984132,0,0,0,1
1371971,0,0,0,1
392093,0,0,0,1
834933,0,0,0,1
1756149,0,0,0,1
245607,0,0,0,1
610349,0,0,0,1
334044,0,0,0,1
1759183,0,0,0,1
1406072,0,0,0,1
150728,0,0,0,1
509743,0,0,0,1
901056,0,0,0,1
723144,0,0,0,1
1777773,0,0,0,1
332023,0,0,0,1
1478297,0,0,0,1
864593,0,0,0,1
957379,0,0,0,1
799962,0,0,0,1
114243,0,0,0,1
719558,0,0,0,1
156603,0,0,0,1
331926,0,0,0,1
660847,0,0,0,1
1722167,0,0,0,1
902590,0,0,0,1
865634,0,0,0,1
1638717,0,0,0,1
13834,0,0,0,1
1614757,0,0,0,1
1464742,0,0,0,1
584323,0,0,0,1
790568,0,0,0,1
237142,0,0,0,1
280192,0,0,0,1
1026476,0,0,0,1
1791097,0,0,0,1
959339,0,0,0,1
123182,0,0,0,1
48132,0,0,0,1
737110,0,0,0,1
1745633,0,0,0,1
1166596,0,0,0,1
1702579,0,0,0,1
1504453,0,0,0,1
146279,0,0,0,1
650038,0,0,0,1
981877,0,0,0,1
1723921,0,0,0,1
1776926,0,0,0,1
1630480,0,0,0,1
1173614,0,0,0,1
455420,0,0,0,1
1145292,0,0,0,1
1166038,0,0,0,1
705812,0,0,0,1
1675420,0,0,0,1
591134,0,0,0,1
1196927,0,0,0,1
46271,0,0,0,1
396992,0,0,0,1
1208944,0,0,0,1
1722048,0,0,0,1
535400,0,0,0,1
1475564,0,0,0,1
1091908,0,0,0,1
1748461,0,0,0,1
32844,0,0,0,1
349675,0,0,0,1
863967,0,0,0,1
126786,0,0,0,1
761706,0,0,0,1
527893,0,0,0,1
1193676,0,0,0,1
495825,0,0,0,1
1542140,0,0,0,1
726679,0,0,0,1
46797,0,0,0,1
932286,0,0,0,1
364987,0,0,0,1
347390,0,0,0,1
230070,0,0,0,1
559795,0,0,0,1
1100673,0,0,0,1
1043164,0,0,0,1
634707,0,0,0,1
1450811,0,0,0,1
614844,0,0,0,1
1593603,0,0,0,1
1706627,0,0,0,1
378291,0,0,0,1
159517,0,0,0,1
1172765,0,0,0,1
695587,0,0,0,1
1210461,0,0,0,1
790174,0,0,0,1
1407161,0,0,0,1
109725,0,0,0,1
1200204,0,0,0,1
1205773,0,0,0,1
933999,0,0,0,1
90451,0,0,0,1
1481929,0,0,0,1
1541421,0,0,0,1
1752388,0,0,0,1
107832,0,0,0,1
473823,0,0,0,1
1759812,0,0,0,1
1528650,0,0,0,1
402568,0,0,0,1
850317,0,0,0,1
1386741,0,0,0,1
604148,0,0,0,1
656265,0,0,0,1
996542,0,0,0,1
374508,0,0,0,1
4743,0,0,0,1
628209,0,0,0,1
1591738,0,0,0,1
1034814,0,0,0,1
1355839,0,0,0,1
114617,0,0,0,1
1220866,0,0,0,1
1224206,0,0,0,1
309136,0,0,0,1
1129067,0,0,0,1
1673527,0,0,0,1
1127186,0,0,0,1
1327564,0,0,0,1
90598,0,0,0,1
896745,0,0,0,1
50477,0,0,0,1
510389,0,0,0,1
1729049,0,0,0,1
1302211,0,0,0,1
547811,0,0,0,1
1047625,0,0,0,1
323760,0,0,0,1
67023,0,0,0,1
799076,0,0,0,1
1057809,0,0,0,1
270168,0,0,0,1
1041346,0,0,0,1
363466,0,0,0,1
412140,0,0,0,1
1091039,0,0,0,1
417875,0,0,0,1
1639358,0,0,0,1
225802,0,0,0,1
1592235,0,0,0,1
1667281,0,0,0,1
26886,0,0,0,1
621989,0,0,0,1
784081,0,0,0,1
1000227,0,0,0,1
1362639,0,0,0,1
315205,0,0,0,1
1019804,0,0,0,1
942935,0,0,0,1
282354,0,0,0,1
152353,0,0,0,1
509458,0,0,0,1
211096,0,0,0,1
1472921,0,0,0,1
972368,0,0,0,1
748552,0,0,0,1
899559,0,0,0,1
754867,0,0,0,1
375329,0,0,0,1
942825,0,0,0,1
1149770,0,0,0,1
1125418,0,0,0,1
1096506,0,0,0,1
1116639,0,0,0,1
201207,0,0,0,1
868245,0,0,0,1
170901,0,0,0,1
1672284,0,0,0,1
486946,0,0,0,1
271086,0,0,0,1
689251,0,0,0,1
1610292,0,0,0,1
976974,0,0,0,1
890411,0,0,0,1
57011,0,0,0,1
452448,0,0,0,1
1601580,0,0,0,1
1187399,0,0,0,1
945484,0,0,0,1
737839,0,0,0,1
1768060,0,0,0,1
568230,0,0,0,1
620422,0,0,0,1
749609,0,0,0,1
1468869,0,0,0,1
1159383,0,0,0,1
633482,0,0,0,1
771008,0,0,0,1
228513,0,0,0,1
137645,0,0,0,1
1017927,0,0,0,1
1640659,0,0,0,1
1580829,0,0,0,1
460653,0,0,0,1
1121569,0,0,0,1
12691,0,0,0,1
1637410,0,0,0,1
1765303,0,0,0,1
778959,0,0,0,1
749668,0,0,0,1
1027871,0,0,0,1
1615970,0,0,0,1
1111467,0,0,0,1
877247,0,0,0,1
1507388,0,0,0,1
1296213,0,0,0,1
9319,0,0,0,1
595896,0,0,0,1
539133,0,0,0,1
540617,0,0,0,1
450844,0,0,0,1
1245870,0,0,0,1
753192,0,0,0,1
978585,0,0,0,1
946388,0,0,0,1
1008604,0,0,0,1
808508,0,0,0,1
896302,0,0,0,1
168410,0,0,0,1
861005,0,0,0,1
1787262,0,0,0,1
1449943,0,0,0,1
1649517,0,0,0,1
1015437,0,0,0,1
329838,0,0,0,1
1091980,0,0,0,1
1454491,0,0,0,1
1758394,0,0,0,1
46487,0,0,0,1
1523833,0,0,0,1
24315,0,0,0,1
911056,0,0,0,1
518278,0,0,0,1
42989,0,0,0,1
240183,0,0,0,1
943439,0,0,0,1
1581934,0,0,0,1
147766,0,0,0,1
382583,0,0,0,1
821548,0,0,0,1
1175718,0,0,0,1
680062,0,0,0,1
1563228,0,0,0,1
905336,0,0,0,1
809917,0,0,0,1
1663993,0,0,0,1
1154857,0,0,0,1
709643,0,0,0,1
435815,0,0,0,1
176846,0,0,0,1
137062,0,0,0,1
313897,0,0,0,1
1089007,0,0,0,1
1467240,0,0,0,1
379436,0,0,0,1
1353715,0,0,0,1
657829,0,0,0,1
1726626,0,0,0,1
753201,0,0,0,1
702246,0,0,0,1
679638,0,0,0,1
914128,0,0,0,1
1058245,0,0,0,1
470680,0,0,0,1
904406,0,0,0,1
1714758,0,0,0,1
114063,0,0,0,1
505945,0,0,0,1
1546430,0,0,0,1
1181842,0,0,0,1
1163356,0,0,0,1
303676,0,0,0,1
1212252,0,0,0,1
1646299,0,0,0,1
416096,0,0,0,1
1602390,0,0,0,1
1418658,0,0,0,1
665141,0,0,0,1
243744,0,0,0,1
1110572,0,0,0,1
1028205,0,0,0,1
107031,0,0,0,1
77474,0,0,0,1
1229897,0,0,0,1
86697,0,0,0,1
628903,0,0,0,1
207192,0,0,0,1
1459465,0,0,0,1
1543540,0,0,0,1
988927,0,0,0,1
833655,0,0,0,1
223881,0,0,0,1
214728,0,0,0,1
1599357,0,0,0,1
1268869,0,0,0,1
712918,0,0,0,1
485116,0,0,0,1
123392,0,0,0,1
1698391,0,0,0,1
760008,0,0,0,1
1012801,0,0,0,1
1182122,0,0,0,1
1688823,0,0,0,1
780328,0,0,0,1
1125270,0,0,0,1
622885,0,0,0,1
134221,0,0,0,1
1744517,0,0,0,1
1712628,0,0,0,1
846594,0,0,0,1
1537369,0,0,0,1
1644525,0,0,0,1
554017,0,0,0,1
343851,0,0,0,1
191218,0,0,0,1
1094951,0,0,0,1
1346830,0,0,0,1
893030,0,0,0,1
780852,0,0,0,1
476382,0,0,0,1
1735763,0,0,0,1
1059646,0,0,0,1
1105849,0,0,0,1
232121,0,0,0,1
401885,0,0,0,1
392720,0,0,0,1
746436,0,0,0,1
137849,0,0,0,1
1049890,0,0,0,1
1498648,0,0,0,1
863090,0,0,0,1
1579031,0,0,0,1
1074359,0,0,0,1
316311,0,0,0,1
503556,0,0,0,1
1610694,0,0,0,1
387051,0,0,0,1
1572325,0,0,0,1
395491,0,0,0,1
1588539,0,0,0,1
639177,0,0,0,1
656238,0,0,0,1
1628141,0,0,0,1
993035,0,0,0,1
64574,0,0,0,1
1204208,0,0,0,1
371333,0,0,0,1
437986,0,0,0,1
349216,0,0,0,1
1185304,0,0,0,1
134642,0,0,0,1
369932,0,0,0,1
221490,0,0,0,1
1345992,0,0,0,1
1325995,0,0,0,1
178627,0,0,0,1
851529,0,0,0,1
294642,0,0,0,1
195671,0,0,0,1
807379,0,0,0,1
1623190,0,0,0,1
1032654,0,0,0,1
1362864,0,0,0,1
1086289,0,0,0,1
141504,0,0,0,1
550596,0,0,0,1
285840,0,0,0,1
1320474,0,0,0,1
228992,0,0,0,1
10541,0,0,0,1
667123,0,0,0,1
1566195,0,0,0,1
181992,0,0,0,1
146553,0,0,0,1
1032409,0,0,0,1
1299421,0,0,0,1
1644289,0,0,0,1
1213876,0,0,0,1
1641793,0,0,0,1
1416846,0,0,0,1
817903,0,0,0,1
247606,0,0,0,1
894360,0,0,0,1
873945,0,0,0,1
1122376,0,0,0,1
347672,0,0,0,1
619214,0,0,0,1
292907,0,0,0,1
513155,0,0,0,1
278796,0,0,0,1
1453028,0,0,0,1
848411,0,0,0,1
1495458,0,0,0,1
189774,0,0,0,1
1535266,0,0,0,1
1709626,0,0,0,1
1355125,0,0,0,1
21493,0,0,0,1
1515647,0,0,0,1
1367382,0,0,0,1
892166,0,0,0,1
1195046,0,0,0,1
